workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,Contradict,VPinf,Enough
17,3WETL7AQWT9P3S6X4OI4BHKD65D352,8,22,"""English""","""Yes""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
9,3S06PH7KSR5OX27BWQM4L0T8L2Y1DH,11,31,"""English""","""Yes""",Trial12,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,12,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
47,31JLPPHS2UVBB2CF93E3KNK4N0IO3S,8,25,"""English""","""Yes""",Trial12,9 59-mean-CxC-noE CxC Jack's_daughter_is_lactose_intolerant. He_gave_her_a_milk_shake. 5 mean He_gave_her_an_ice_tea. to_give_her_a_milk_shake noE,12,9,59-mean-CxC-noE,CxC,Jack's_daughter_is_lactose_intolerant.,He_gave_her_a_milk_shake.,5,mean,He_gave_her_an_ice_tea.,to_give_her_a_milk_shake,noE
88,3SB4CE2TJVWYPWPSJ9G9Q8P35EDXA0,10,40,"""English""","""Yes""",Trial12,11 22-brave-CxC-E CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 6 brave_enough He_curled_up_on_the_ground. to_take_them_on E,12,11,22-brave-CxC-E,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,6,brave_enough,He_curled_up_on_the_ground.,to_take_them_on,E
123,3Q8GYXHFEP3DGS2GXHT54KO7CIP5C1,8,27,"""english""","""Yes""",Trial12,9 7-stupid-CxC-noE CxC Zack_had_the_measles. He_went_to_school. 4 stupid He_stayed_in_his_room. to_go_to_school noE,12,9,7-stupid-CxC-noE,CxC,Zack_had_the_measles.,He_went_to_school.,4,stupid,He_stayed_in_his_room.,to_go_to_school,noE
14,3Z2R0DQ0JHF0ET37BPX2W1LYDKC2ER,10,34,"""English""","""Yes""",Trial12,11 37-foolish-CxC-E CxC Kate_was_completely_broke. She_went_shopping. 5 foolish_enough She_stayed_home. to_go_shopping E,12,11,37-foolish-CxC-E,CxC,Kate_was_completely_broke.,She_went_shopping.,5,foolish_enough,She_stayed_home.,to_go_shopping,E
19,3DBQWDE4Y6ZW7WZ7M72JKVIJBM35NJ,7,26,"""english""","""Yes""",Trial12,8 37-foolish-CnC-E CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 6 foolish_enough She_tried_to_deal_with_her_health_problems. to_ignore_her_health_problems E,12,8,37-foolish-CnC-E,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,6,foolish_enough,She_tried_to_deal_with_her_health_problems.,to_ignore_her_health_problems,E
95,3MMN5BL1WZ5NBZR3WNZQSJVZS043MT,0,20,"""English""","""Yes""",Trial12,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,12,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
24,3WJ1OXY92AH8AVOKB14HA98AE578A6,7,34,"""English""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
30,31HQ4X3T3SB7PYUXMQZC0EOMKBBLSZ,1,36,"""English""","""Yes""",Trial12,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,12,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
125,3TK8OJTYM1MD8BQZ8DXOSIHDOP7PV7,3,22,"""English""","""Yes""",Trial12,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,12,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
102,3907X2AHF064BKSXK3DDQDK2RRE2PC,1,24,"""English""","""Yes""",Trial12,2 3-smart-CxC-E CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 5 smart_enough She_dropped_out_of_school. to_go_to_school E,12,2,3-smart-CxC-E,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,5,smart_enough,She_dropped_out_of_school.,to_go_to_school,E
99,3GLB5JMZFXWL1HXEE977SNXENRGDGS,11,26,"""English""","""Yes""",Trial12,12 41-foolish-CnC-E CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 7 foolish_enough She_listened_to_him. to_ignore_him E,12,12,41-foolish-CnC-E,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,7,foolish_enough,She_listened_to_him.,to_ignore_him,E
112,3WAKVUDHUWHOPQXZ71T2WAO9AOT7UU,8,36,"""english""","""Yes""",Trial12,9 53-rude-CnC-noE CnC Ann_had_insulted_her_husband. She_laughed_at_his_tears. 2 rude She_felt_terrible_and_apologized. to_laugh_at_his_tears noE,12,9,53-rude-CnC-noE,CnC,Ann_had_insulted_her_husband.,She_laughed_at_his_tears.,2,rude,She_felt_terrible_and_apologized.,to_laugh_at_his_tears,noE
106,3VNXK88KKCJSGOASRO1R6SHYJLP9VW,11,30,"""english""","""Yes""",Trial12,12 41-foolish-CnC-E CnC Kate's_doctor_told_her_to_lose_weight. She_ignored_him. 3 foolish_enough She_listened_to_him. to_ignore_him E,12,12,41-foolish-CnC-E,CnC,Kate's_doctor_told_her_to_lose_weight.,She_ignored_him.,3,foolish_enough,She_listened_to_him.,to_ignore_him,E
129,3X4JMASXCMAVBGO9MBRYC5MYDPG0B6,7,35,"""English""","""Yes""",Trial12,filler filler8 filler Tess_had_failed_many_college_classes. She_was_proud_to_have_graduated_from_college. 1 proud She_didn't_graduate. to_have_graduated_from_college na,12,filler,filler8,filler,Tess_had_failed_many_college_classes.,She_was_proud_to_have_graduated_from_college.,1,proud,She_didn't_graduate.,to_have_graduated_from_college,na
80,30X31N5D63RQTF3TPZAMR08BQZFSAR,0,25,"""English""","""Yes""",Trial12,1 43-polite-CxC-E CxC Chad's_friend_wanted_to_change_her_clothing. He_closed_his_eyes. 6 polite_enough He_watched_her_change. to_close_his_eyes E,12,1,43-polite-CxC-E,CxC,Chad's_friend_wanted_to_change_her_clothing.,He_closed_his_eyes.,6,polite_enough,He_watched_her_change.,to_close_his_eyes,E
91,3MH9DQ757WD7IJ8004XW2N129REGU8,2,27,"""English""","""Yes""",Trial12,3 9-stupid-CxC-E CxC Zack_was_sitting_in_the_bath_tub. He_used_the_hair_dryer. 6 stupid_enough He_was_far_away_from_all_electrical_appliances. to_use_the_hair_dryer E,12,3,9-stupid-CxC-E,CxC,Zack_was_sitting_in_the_bath_tub.,He_used_the_hair_dryer.,6,stupid_enough,He_was_far_away_from_all_electrical_appliances.,to_use_the_hair_dryer,E
72,3TOK3KHVJTJTCLD2BFHTX4WKS27O70,5,37,"""English""","""Yes""",Trial12,6 23-brave-CnC-noE CnC Greg_wrote_a_controversial_article. He_used_his_own_name. 6 brave He_used_a_fake_name. to_use_his_own_name noE,12,6,23-brave-CnC-noE,CnC,Greg_wrote_a_controversial_article.,He_used_his_own_name.,6,brave,He_used_a_fake_name.,to_use_his_own_name,noE
51,3EFE17QCRC6532B7V5KE8MVF3U7HST,4,31,"""English""","""Yes""",Trial12,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,12,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
103,3EF8EXOTT1W10O736M8FOYOLQMXJ1F,2,38,"""English""","""Yes""",Trial12,3 37-foolish-CxC-noE CxC Kate_was_completely_broke. She_went_shopping. 5 foolish She_stayed_home. to_go_shopping noE,12,3,37-foolish-CxC-noE,CxC,Kate_was_completely_broke.,She_went_shopping.,5,foolish,She_stayed_home.,to_go_shopping,noE
74,33SA9F9TRXVMQ91EP9M9K81NHRBWE7,3,34,"""English""","""Yes""",Trial12,4 46-polite-CnC-E CnC Chad_was_standing_in_front_of_his_friend's_door. He_knocked_gently. 7 polite_enough He_banged_at_the_door. to_knock_gently E,12,4,46-polite-CnC-E,CnC,Chad_was_standing_in_front_of_his_friend's_door.,He_knocked_gently.,7,polite_enough,He_banged_at_the_door.,to_knock_gently,E
49,33OOO72IVHMF1UD6YDB370ULSLHCT5,2,24,"""English""","""Yes""",Trial12,3 28-lucky-CxC-E CxC Eve_has_a_5th_grade_education. She_got_a_minimum_wage_job 5 lucky_enough She_can't_get_a_job. to_get_a_minimum_wage_job E,12,3,28-lucky-CxC-E,CxC,Eve_has_a_5th_grade_education.,She_got_a_minimum_wage_job,5,lucky_enough,She_can't_get_a_job.,to_get_a_minimum_wage_job,E
54,3Z4GS9HPNVBMRFL3UT0RMIAP2DZ77V,4,33,"""ENGLISH""","""Yes""",Trial12,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,12,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
43,31EUONYN2V4VNBEYTDK93ICNEKGVO1,9,24,"""English""","""Yes""",Trial12,10 22-brave-CnC-E CnC Greg_saw_a_man_hit_a_dog. He_stood_up_to_the_man. 7 brave_enough He_walked_away. to_stand_up_to_the_man E,12,10,22-brave-CnC-E,CnC,Greg_saw_a_man_hit_a_dog.,He_stood_up_to_the_man.,7,brave_enough,He_walked_away.,to_stand_up_to_the_man,E
110,3FFJ6VRIL1P5YO2FSLJFYSQB8F4I01,3,28,"""English""","""Yes""",Trial12,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,12,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
3,38BQUHLA9W1CXOKPFLJIGMTANR4MOB,5,34,"""English""","""Yes""",Trial12,6 15-fortunate-CxC-noE CxC Sue_spontaneously_went_to_the_beach. She_was_wearing_flip-flops. 3 fortunate She_was_wearing_high_heels. to_be_wearing_flip-flops noE,12,6,15-fortunate-CxC-noE,CxC,Sue_spontaneously_went_to_the_beach.,She_was_wearing_flip-flops.,3,fortunate,She_was_wearing_high_heels.,to_be_wearing_flip-flops,noE
18,3ZQIG0FLQEH3SKN0KZBJKCP9HMGVWE,3,28,"""English""","""Yes""",Trial12,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,12,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
7,32UTUBMZ7GXB4HPPP8FNXYCO7LXVBX,2,30,"""English""","""Yes""",Trial12,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,12,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
33,33F859I566E6MGU5KJYJIXLFZ6NBHO,0,22,"""english""","""Yes""",Trial12,1 33-wise-CnC-noE CnC Paul_ran_a_marathon_on_Sunday. He_went_to_bed_early_the_night_before. 6 wise He_stayed_up_late_on_Saturday. to_go_to_bed_early_the_night_before noE,12,1,33-wise-CnC-noE,CnC,Paul_ran_a_marathon_on_Sunday.,He_went_to_bed_early_the_night_before.,6,wise,He_stayed_up_late_on_Saturday.,to_go_to_bed_early_the_night_before,noE
107,37ZHEEHM6WN4QWKGSHX191Y9XBF73S,3,38,"""English""","""Yes""",Trial12,filler filler6 filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 failed She_spent_a_lot_of_time_in_Italy. to_visit_Italy na,12,filler,filler6,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,failed,She_spent_a_lot_of_time_in_Italy.,to_visit_Italy,na
31,34BBWHLWHACY6E30LSC05NZF9KKWII,4,33,"""English""","""Yes""",Trial12,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 3 sad She_shared_an_apartment_with_some_friends. to_live_alone na,12,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,3,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
70,3QAPZX2QN4E1N3OD3IYNBCJUJJ920C,0,26,"""english""","""Yes""",Trial12,filler filler7 filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 1 sad She_shared_an_apartment_with_some_friends. to_live_alone na,12,filler,filler7,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,1,sad,She_shared_an_apartment_with_some_friends.,to_live_alone,na
97,3TVSS0C0E11OFSJBF4B4JU1OK10TWW,3,30,"""English""","""Yes""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
78,36W0OB37HWF24EXLQXEM4FSIQ9AHZ1,0,20,"""english""","""Yes""",Trial12,1 27-lucky-CxC-E CxC Eve_was_a_finalist_in_The_Bachelor. She_was_chosen. 7 lucky_enough She_lost_out_to_the_other_woman. to_be_chosen E,12,1,27-lucky-CxC-E,CxC,Eve_was_a_finalist_in_The_Bachelor.,She_was_chosen.,7,lucky_enough,She_lost_out_to_the_other_woman.,to_be_chosen,E
94,374TNBHA8BWFCHMJD1ZXZMBHB21QYE,9,35,"""English""","""Yes""",Trial12,10 36-wise-CxC-noE CxC Paul_wanted_to_keep_his_excellent_employee_happy. He_promoted_her. 1 wise He_kept_her_in_the_same_low-level_position. to_promote_her noE,12,10,36-wise-CxC-noE,CxC,Paul_wanted_to_keep_his_excellent_employee_happy.,He_promoted_her.,1,wise,He_kept_her_in_the_same_low-level_position.,to_promote_her,noE
23,3VAR3R6G1P2XCZILLK9ZB4SF3MGO8Q,5,34,"""English""","""Yes""",Trial12,6 31-wise-CnC-E CnC Paul_lost_his_wallet_with_his_credit_cards. He_canceled_the_credit_cards_immediately. 7 wise_enough He_waited_a_week_to_cancel_the_cards. to_cancel_the_credit_cards_immediately E,12,6,31-wise-CnC-E,CnC,Paul_lost_his_wallet_with_his_credit_cards.,He_canceled_the_credit_cards_immediately.,7,wise_enough,He_waited_a_week_to_cancel_the_cards.,to_cancel_the_credit_cards_immediately,E
121,3MH9DQ757WD7IJ8004XW2N129RHGUB,0,23,"""English""","""Yes""",Trial12,1 3-smart-CxC-noE CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 1 smart She_dropped_out_of_school. to_go_to_school noE,12,1,3-smart-CxC-noE,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,1,smart,She_dropped_out_of_school.,to_go_to_school,noE
27,3NC5L260MON6RES8TYF5LW91QQTOF7,0,31,"""English""","""Yes""",Trial12,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,12,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
40,37TRT2X24QS2DMPV8J14UA1UCYRBJT,2,31,"""English""","""Yes""",Trial12,filler filler5 filler Claire_fell_down_the_stairs. She_was_glad_to_not_be_hurt. 1 glad She_broke_a_leg_and_some_ribs. to_not_be_hurt na,12,filler,filler5,filler,Claire_fell_down_the_stairs.,She_was_glad_to_not_be_hurt.,1,glad,She_broke_a_leg_and_some_ribs.,to_not_be_hurt,na
56,3R0T90IZ1SDBWPR0EDCW8HFW2RBCGY,2,37,"""English""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
8,3SLE99ER0NESD1UZQ54QI4PKVW4BZE,5,37,"""English""","""Yes""",Trial12,6 30-lucky-CxC-noE CxC Eve_did_not_understand_her_chemistry_class. She_got_a_B. 4 lucky She_failed_the_class. to_get_a_B noE,12,6,30-lucky-CxC-noE,CxC,Eve_did_not_understand_her_chemistry_class.,She_got_a_B.,4,lucky,She_failed_the_class.,to_get_a_B,noE
122,3HFNH7HEMHFFQQ1JJVDRSM4D66BGQ6,3,20,"""English""","""Yes""",Trial12,4 22-brave-CnC-noE CnC Greg_saw_a_man_hit_a_dog. He_stood_up_to_the_man. 5 brave He_walked_away. to_stand_up_to_the_man noE,12,4,22-brave-CnC-noE,CnC,Greg_saw_a_man_hit_a_dog.,He_stood_up_to_the_man.,5,brave,He_walked_away.,to_stand_up_to_the_man,noE
134,3RXCAC0YIRQ9KM1NX1WR6VJDC0RG8X,7,33,"""English""","""Yes""",Trial12,8 2-smart-CxC-noE CxC Jane_saw_a_man_with_a_gun. She_called_the_police. 5 smart She_did_nothing. to_call_the_police noE,12,8,2-smart-CxC-noE,CxC,Jane_saw_a_man_with_a_gun.,She_called_the_police.,5,smart,She_did_nothing.,to_call_the_police,noE
131,3FIJLY1B6U5OCE498YSKAWER0VQPFQ,3,36,"""English""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
1,3MTMREQS4VJJ0WK294KNOPBWWCHAWU,3,26,"""English""","""Yes""",Trial12,4 22-brave-CnC-noE CnC Greg_saw_a_man_hit_a_dog. He_stood_up_to_the_man. 5 brave He_walked_away. to_stand_up_to_the_man noE,12,4,22-brave-CnC-noE,CnC,Greg_saw_a_man_hit_a_dog.,He_stood_up_to_the_man.,5,brave,He_walked_away.,to_stand_up_to_the_man,noE
96,3PM8NZGV8YHQCCW985DVG8489W9QXA,6,36,"""English""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
29,3DL65MZB8DGDCBV98IM88EUKPBWCEH,11,22,"""English""","""Yes""",Trial12,12 30-lucky-CxC-E CxC Eve_did_not_understand_her_chemistry_class. She_got_a_B. 7 lucky_enough She_failed_the_class. to_get_a_B E,12,12,30-lucky-CxC-E,CxC,Eve_did_not_understand_her_chemistry_class.,She_got_a_B.,7,lucky_enough,She_failed_the_class.,to_get_a_B,E
55,354GIDR5ZB7URTLZOVU9SOQFMLQ00R,11,42,"""English""","""Yes""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 2 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,2,forgot,He_called_his_dentist.,to_call_his_dentist,na
53,3A1PQ49WVHI59ICDIM5UCL86DUZ1HY,6,25,"""English""","""Yes""",Trial12,7 21-brave-CxC-E CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 7 brave_enough He_didn't_take_it. to_take_the_job E,12,7,21-brave-CxC-E,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,7,brave_enough,He_didn't_take_it.,to_take_the_job,E
52,3B2X28YI3WGQPRAOO07FL6WPQS96BK,4,31,"""English""","""Yes""",Trial12,filler filler3 filler Charles_was_on_a_date_with_Susanne. He_was_happy_to_be_having_a_great_time. 1 happy He_was_having_a_bad_time. to_be_having_a_great_time na,12,filler,filler3,filler,Charles_was_on_a_date_with_Susanne.,He_was_happy_to_be_having_a_great_time.,1,happy,He_was_having_a_bad_time.,to_be_having_a_great_time,na
109,36U2A8VAG10T1EOO0WF030Z8CWAYKV,4,67,"""English""","""Yes""",Trial12,5 37-foolish-CnC-noE CnC Kate_was_working_a_very_stressful_job. She_ignored_her_health_problems. 7 foolish She_tried_to_deal_with_her_health_problems. to_ignore_her_health_problems noE,12,5,37-foolish-CnC-noE,CnC,Kate_was_working_a_very_stressful_job.,She_ignored_her_health_problems.,7,foolish,She_tried_to_deal_with_her_health_problems.,to_ignore_her_health_problems,noE
64,3LS2AMNW5FR3I3IH7EQZXVDFXS4OQ3,11,33,"""English""","""Yes""",Trial12,12 5-smart-CnC-noE CnC Jane's_computer_was_hacked. She_changed_her_passwords_immediately. 7 smart She_kept_using_the_same_passwords. to_change_her_passwords_immediately noE,12,12,5-smart-CnC-noE,CnC,Jane's_computer_was_hacked.,She_changed_her_passwords_immediately.,7,smart,She_kept_using_the_same_passwords.,to_change_her_passwords_immediately,noE
50,3D8YOU6S9EL5LQJUOROAQWODFDG6U1,6,27,"""English%2C+Spanish""","""Yes""",Trial12,filler filler4 filler Keith_was_hiking_up_a_steep_mountain. He_was_ecstatic_to_have_made_it_to_the_top. 1 ecstatic He_didn't_make_it_to_the_top. to_have_made_it_to_the_top na,12,filler,filler4,filler,Keith_was_hiking_up_a_steep_mountain.,He_was_ecstatic_to_have_made_it_to_the_top.,1,ecstatic,He_didn't_make_it_to_the_top.,to_have_made_it_to_the_top,na
113,3DQQ64TANGMQN0Q4YN2KEK0RVYGPWO,5,32,"""english""","""Yes""",Trial12,6 8-stupid-CnC-E CnC Zack_left_the_bar_drunk. He_drove_home. 7 stupid_enough He_called_a_taxi. to_drive_home E,12,6,8-stupid-CnC-E,CnC,Zack_left_the_bar_drunk.,He_drove_home.,7,stupid_enough,He_called_a_taxi.,to_drive_home,E
130,3YHH42UU5BG7OPALDOGSQ8I3PJ2L0M,11,20,"""English""","""Yes""",Trial12,filler filler1 filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forgot He_called_his_dentist. to_call_his_dentist na,12,filler,filler1,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forgot,He_called_his_dentist.,to_call_his_dentist,na
127,369J354OFDBMG8IZ4MZTMHNM652G6C,8,30,"""English""","""Yes""",Trial12,filler filler2 filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage He_found_coins_in_his_pocket. to_find_coins_anywhere na,12,filler,filler2,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,He_found_coins_in_his_pocket.,to_find_coins_anywhere,na
69,30MVJZJNHMEJPTAYAZN83464OYRJ9U,8,31,"""English""","""Yes""",Trial12,9 13-fortunate-CnC-E CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 7 fortunate_enough She_lost_a_leg. to_get_away_with_a_few_cuts E,12,9,13-fortunate-CnC-E,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,7,fortunate_enough,She_lost_a_leg.,to_get_away_with_a_few_cuts,E
46,35BLDD71I6Y7MFS5VMVQJGJRYOMZVA,6,38,"""English""","""Yes""",Trial12,7 52-rude-CnC-noE CnC Ann_was_standing_in_front_of_her_friend's_door. She_was_eavesdropping. 2 rude She_knocked_to_let_him_know_she_was_there. to_be_eavesdropping noE,12,7,52-rude-CnC-noE,CnC,Ann_was_standing_in_front_of_her_friend's_door.,She_was_eavesdropping.,2,rude,She_knocked_to_let_him_know_she_was_there.,to_be_eavesdropping,noE
