workerid,assignmentid,Answer.listNumber,Answer.age,Answer.language,Answer.americanenglish,Answer.comments,variable,value,Trial,List,ID,Condition,Context,Target,Response,Adj,VPinf,ConDissonant,OldYoung,OldMiddleYoung,ReallyOldYoung,ConditionYN,ConditionYN2
123,386CSBG1OZNDTXCD7I45GVRODXP6QM,3,27,"english","Yes","",Trial1,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,1,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Young,Young,Young,FillerNo,FillerNo
111,3T111IHZ5ER0NHTBI4WH5VSVZKYR9I,3,21,"English","Yes","Thank+you+very+much!",Trial1,4 33-wise-CnD CnD Paul_ran_a_marathon_on_Sunday. He_got_very_drunk_the_night_before. 7 wise to_get_very_drunk_the_night_before,1,4,33-wise-CnD,CnD,Paul_ran_a_marathon_on_Sunday.,He_got_very_drunk_the_night_before.,7,wise,to_get_very_drunk_the_night_before,D,Young,Young,Young,33-wise-CnD,CnD
59,3IOEN3P9S7KPCTSWM3EQFUJG5LW61Q,6,34,"English","Yes","",Trial1,7 17-fortunate-CxD CxD Sue_is_allergic_to_pollen. She_had_a_flower_bouquet. 1 fortunate to_have_a_flower_bouquet,1,7,17-fortunate-CxD,CxD,Sue_is_allergic_to_pollen.,She_had_a_flower_bouquet.,1,fortunate,to_have_a_flower_bouquet,D,Old,Middle,Young,17-fortunate-CxD,CxD
83,3L4PIM1GQTHFOI1JQGOX4CLM8ULYRI,0,42,"English","Yes","",Trial1,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,1,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Old,Young,FillerYes,FillerYes
26,3IO1LGZLK9Y7NTCHLON5U46OJS468E,9,21,"English","Yes","",Trial1,10 15-fortunate-CnD CnD Sue_was_traveling_in_France. She_got_robbed. 2 fortunate to_get_robbed,1,10,15-fortunate-CnD,CnD,Sue_was_traveling_in_France.,She_got_robbed.,2,fortunate,to_get_robbed,D,Young,Young,Young,15-fortunate-CnD,CnD
118,3R08VXYT7CW1HUM42183EY96WARW7I,5,37,"english","Yes","",Trial1,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,1,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
43,32SVAV9L3FAM9YIEZK9LJS0ZZP23A9,7,28,"English","Yes","",Trial1,8 22-brave-CnD CnD Greg_saw_a_man_hit_a_dog. He_walked_away. 1 brave to_walk_away,1,8,22-brave-CnD,CnD,Greg_saw_a_man_hit_a_dog.,He_walked_away.,1,brave,to_walk_away,D,Young,Young,Young,22-brave-CnD,CnD
128,3OVHNO1VE62LSYSJ41VWDUDKZNYDZI,2,34,"English","Yes","",Trial1,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,1,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
62,39O5D9O87TTA2DFCJY5CPNQNZSN3CB,9,28,"English","Yes","",Trial1,10 9-stupid-CxD CxD Zack_had_wet_hair. He_used_the_hair_dryer. 7 stupid to_use_the_hair_dryer,1,10,9-stupid-CxD,CxD,Zack_had_wet_hair.,He_used_the_hair_dryer.,7,stupid,to_use_the_hair_dryer,D,Young,Young,Young,9-stupid-CxD,CxD
78,3JRJSWSMQHMPZBZQFPB7FBQQK403E4,5,21,"english","Yes","",Trial1,6 17-fortunate-CxC CxC Sue_needed_a_present_for_her_sick_friend. She_had_a_flower_bouquet. 1 fortunate to_have_a_flower_bouquet,1,6,17-fortunate-CxC,CxC,Sue_needed_a_present_for_her_sick_friend.,She_had_a_flower_bouquet.,1,fortunate,to_have_a_flower_bouquet,C,Young,Young,Young,17-fortunate-CxC,CxC
73,39LOEL67OS68QAPZ2MP7N1U4912385,4,22,"English","Yes","",Trial1,5 46-polite-CnD CnD Chad_was_standing_in_front_of_his_friend's_door. He_was_eavesdropping. 6 polite to_be_eavesdropping,1,5,46-polite-CnD,CnD,Chad_was_standing_in_front_of_his_friend's_door.,He_was_eavesdropping.,6,polite,to_be_eavesdropping,D,Young,Young,Young,46-polite-CnD,CnD
74,34X6J5FLPTZPHSRKR1YUPZWTZ4AJQ8,0,32,"English","Yes","",Trial1,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,1,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Old,Middle,Young,FillerNo,FillerNo
12,3W8CV64QJ20NYNF8MZKNRRQPCC2H9F,2,38,"English","Yes","A+lot+of+those+sentences+were+ungrammatical.",Trial1,3 51-rude-CxC CxC Ann_was_eating_pasta_with_her_friends. She_used_her_fingers. 1 rude to_use_her_fingers,1,3,51-rude-CxC,CxC,Ann_was_eating_pasta_with_her_friends.,She_used_her_fingers.,1,rude,to_use_her_fingers,C,Old,Middle,Young,51-rude-CxC,CxC
34,39PAAFCODM1B03J6PU68XSIAEYGTVH,5,27,"English","Yes","Thank+you",Trial1,6 50-rude-CnC CnC Ann_was_visiting_her_older_brother. She_insulted_his_wife. 1 rude to_insult_his_wife,1,6,50-rude-CnC,CnC,Ann_was_visiting_her_older_brother.,She_insulted_his_wife.,1,rude,to_insult_his_wife,C,Young,Young,Young,50-rude-CnC,CnC
29,3IGI0VL647LIF65PRMYIT1IATNXON9,0,45,"English","Yes","",Trial1,1 18-fortunate-CxC CxC Sue_needed_to_get_some_rest. She_fell_asleep. 2 fortunate to_fall_asleep,1,1,18-fortunate-CxC,CxC,Sue_needed_to_get_some_rest.,She_fell_asleep.,2,fortunate,to_fall_asleep,C,Old,Old,Young,18-fortunate-CxC,CxC
109,36TFCYNS44BDZJX6PFQ17UC7JFUHXZ,5,29,"english","Yes","",Trial1,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,1,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Young,Young,FillerNo,FillerNo
54,3PWWM24LHSZJ5STGYMB24RPC3N328U,5,23,"English","Yes","Thank+You",Trial1,6 30-lucky-CnD CnD Eve_was_in_a_car_accident. She_broke_her_neck. 1 lucky to_break_her_neck,1,6,30-lucky-CnD,CnD,Eve_was_in_a_car_accident.,She_broke_her_neck.,1,lucky,to_break_her_neck,D,Young,Young,Young,30-lucky-CnD,CnD
42,3KV0LJBBH2MFU1C57D0MAHYFZK7RML,4,28,"English","Yes","",Trial1,5 58-mean-CxC CxC Jack's_wife_wanted_to_sleep_in. He_woke_her_up_at_5am. 5 mean to_wake_her_up_at_5am,1,5,58-mean-CxC,CxC,Jack's_wife_wanted_to_sleep_in.,He_woke_her_up_at_5am.,5,mean,to_wake_her_up_at_5am,C,Young,Young,Young,58-mean-CxC,CxC
28,3IXQG4FA2TZD7ACMM7AR5GNRHZXB9T,2,54,"english","Yes","The+wording+with+the+negatives+were+a+bit+hard+to+understand",Trial1,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,1,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Old,ReallyOld,FillerYes,FillerYes
114,3ZDAD0O1T1E34SO1P97QLDFVU9OTXK,0,36,"English","Yes","",Trial1,1 43-polite-CxD CxD Chad_was_in_a_meeting_with_his_boss. He_closed_his_eyes. 7 polite to_close_his_eyes,1,1,43-polite-CxD,CxD,Chad_was_in_a_meeting_with_his_boss.,He_closed_his_eyes.,7,polite,to_close_his_eyes,D,Old,Middle,Young,43-polite-CxD,CxD
13,3LWJHTCVCCN9CQ5O8B79A1416XUFQ2,5,24,"English","Yes","",Trial1,6 37-foolish-CnD CnD Kate_was_working_a_very_stressful_job. She_took_relaxation_classes. 3 foolish to_take_relaxation_classes,1,6,37-foolish-CnD,CnD,Kate_was_working_a_very_stressful_job.,She_took_relaxation_classes.,3,foolish,to_take_relaxation_classes,D,Young,Young,Young,37-foolish-CnD,CnD
124,3E13VNJ1NNW55DNXO4NFCX9LEDUI11,2,37,"English","Yes","",Trial1,3 31-wise-CxD CxD Paul_bought_some_heroin_from_a_street_dealer. He_asked_about_the_return_policy. 7 wise to_ask_about_the_return_policy,1,3,31-wise-CxD,CxD,Paul_bought_some_heroin_from_a_street_dealer.,He_asked_about_the_return_policy.,7,wise,to_ask_about_the_return_policy,D,Old,Middle,Young,31-wise-CxD,CxD
45,3E1QT0TDFPANGD7INPWUR7WTSJ0I8L,5,19,"English","Yes","",Trial1,6 21-brave-CxC CxC Greg_was_offered_a_job_as_a_lion_tamer. He_took_the_job. 1 brave to_take_the_job,1,6,21-brave-CxC,CxC,Greg_was_offered_a_job_as_a_lion_tamer.,He_took_the_job.,1,brave,to_take_the_job,C,Young,Young,Young,21-brave-CxC,CxC
106,3DOCMVPBTNF0XL5DQ7Y5ECI53DTNNU,2,31,"English","Yes","",Trial1,3 31-wise-CxD CxD Paul_bought_some_heroin_from_a_street_dealer. He_asked_about_the_return_policy. 2 wise to_ask_about_the_return_policy,1,3,31-wise-CxD,CxD,Paul_bought_some_heroin_from_a_street_dealer.,He_asked_about_the_return_policy.,2,wise,to_ask_about_the_return_policy,D,Old,Middle,Young,31-wise-CxD,CxD
22,3G0WWMR1UVLL0II56ZQMI6DA8OGNQH,0,28,"English","Yes","",Trial1,1 36-wise-CxD CxD Paul_had_an_inefficient_employee. He_promoted_her. 3 wise to_promote_her,1,1,36-wise-CxD,CxD,Paul_had_an_inefficient_employee.,He_promoted_her.,3,wise,to_promote_her,D,Young,Young,Young,36-wise-CxD,CxD
130,3ZWFC4W1UU89ORKOLQW9FRE62JWFR3,4,37,"english","Yes","no+comments",Trial1,filler filler2No filler Ross_was_doing_his_laundry. He_didn't_manage_to_find_coins_anywhere. 1 manage to_find_coins_anywhere,1,filler,filler2No,filler,Ross_was_doing_his_laundry.,He_didn't_manage_to_find_coins_anywhere.,1,manage,to_find_coins_anywhere,filler,Old,Middle,Young,FillerNo,FillerNo
108,3DY4FPOOA1PYKO6EL51DXDHSQDKVR7,2,53,"english","Yes","",Trial1,3 22-brave-CxC CxC Greg_was_being_attacked_by_five_men. He_took_them_on. 1 brave to_take_them_on,1,3,22-brave-CxC,CxC,Greg_was_being_attacked_by_five_men.,He_took_them_on.,1,brave,to_take_them_on,C,Old,Old,ReallyOld,22-brave-CxC,CxC
125,3JC6VJ2SABKPND5ID3XEYPYJDLUA57,7,37,"English","Yes","",Trial1,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,1,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
6,3IGI0VL647LIF65PRMYIT1IATNYNO9,2,18,"English","Yes","Some+of+these+were+easy%2C+but+some+were+actually+quite+challenging.",Trial1,3 13-fortunate-CnC CnC Sue_was_bitten_by_a_shark. She_got_away_with_a_few_cuts. 1 fortunate to_get_away_with_a_few_cuts,1,3,13-fortunate-CnC,CnC,Sue_was_bitten_by_a_shark.,She_got_away_with_a_few_cuts.,1,fortunate,to_get_away_with_a_few_cuts,C,Young,Young,Young,13-fortunate-CnC,CnC
82,3WETL7AQWT9P3S6X4OI4BHKD7B2354,0,32,"English","Yes","",Trial1,1 37-foolish-CxD CxD Kate_needed_a_new_dress. She_went_shopping. 4 foolish to_go_shopping,1,1,37-foolish-CxD,CxD,Kate_needed_a_new_dress.,She_went_shopping.,4,foolish,to_go_shopping,D,Old,Middle,Young,37-foolish-CxD,CxD
77,3M0BCWMB8VXOJ6PUFIKJJ0V2F0IWB4,7,41,"English","Yes","",Trial1,8 22-brave-CnD CnD Greg_saw_a_man_hit_a_dog. He_walked_away. 7 brave to_walk_away,1,8,22-brave-CnD,CnD,Greg_saw_a_man_hit_a_dog.,He_walked_away.,7,brave,to_walk_away,D,Old,Old,Young,22-brave-CnD,CnD
23,3ATTHHXXWAPDVE8QVX8M76DMJS9IXT,5,23,"English","Yes","",Trial1,6 17-fortunate-CxC CxC Sue_needed_a_present_for_her_sick_friend. She_had_a_flower_bouquet. 1 fortunate to_have_a_flower_bouquet,1,6,17-fortunate-CxC,CxC,Sue_needed_a_present_for_her_sick_friend.,She_had_a_flower_bouquet.,1,fortunate,to_have_a_flower_bouquet,C,Young,Young,Young,17-fortunate-CxC,CxC
68,30H4UDGLT2JUIOWQULWX5MY0Y2JMPO,4,32,"english","Yes","",Trial1,5 28-lucky-CxD CxD Eve_has_a_first_rate_college_education. She_got_a_minimum_wage_job 6 lucky to_get_a_minimum_wage_job,1,5,28-lucky-CxD,CxD,Eve_has_a_first_rate_college_education.,She_got_a_minimum_wage_job,6,lucky,to_get_a_minimum_wage_job,D,Old,Middle,Young,28-lucky-CxD,CxD
85,33IZTU6J8122PSBM0920B8J9SQBSXV,4,32,"English","Yes","",Trial1,5 46-polite-CnD CnD Chad_was_standing_in_front_of_his_friend's_door. He_was_eavesdropping. 7 polite to_be_eavesdropping,1,5,46-polite-CnD,CnD,Chad_was_standing_in_front_of_his_friend's_door.,He_was_eavesdropping.,7,polite,to_be_eavesdropping,D,Old,Middle,Young,46-polite-CnD,CnD
94,3SNVL38CI4TGYBNJ44XB697PAECCKY,11,25,"English","Yes","",Trial1,12 3-smart-CxC CxC Jane_wanted_to_get_a_good_job. She_went_to_school. 6 smart to_go_to_school,1,12,3-smart-CxC,CxC,Jane_wanted_to_get_a_good_job.,She_went_to_school.,6,smart,to_go_to_school,C,Young,Young,Young,3-smart-CxC,CxC
10,3NS0A6KXC49O4I2A6RW4JFGHCFGZGG,7,51,"english","Yes","good+study%2C+thank+you",Trial1,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,1,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Old,ReallyOld,FillerNo,FillerNo
75,36NEMU28XFEK2XTR67ASXG6WRZOWMV,8,22,"English","Yes","I+thought+this+survey+was+very+fun+and+entertaining%2C+if+its+ever+posted+again+I+would+love+to+participate!",Trial1,9 13-fortunate-CnD CnD Sue_was_bitten_by_a_shark. She_lost_a_leg. 7 fortunate to_lose_a_leg,1,9,13-fortunate-CnD,CnD,Sue_was_bitten_by_a_shark.,She_lost_a_leg.,7,fortunate,to_lose_a_leg,D,Young,Young,Young,13-fortunate-CnD,CnD
47,3UXUOQ9OKEY4AHJ11WCBW9CF4RRA7O,1,23,"English","Yes","",Trial1,2 19-brave-CnC CnC Greg_saw_a_child_drowning_in_a_river. He_jumped_into_the_river. 7 brave to_jump_into_the_river,1,2,19-brave-CnC,CnC,Greg_saw_a_child_drowning_in_a_river.,He_jumped_into_the_river.,7,brave,to_jump_into_the_river,C,Young,Young,Young,19-brave-CnC,CnC
76,3EJPLAJKEMHM7PD4UENI7O3SI1E6ZM,3,37,"English","Yes","",Trial1,4 42-foolish-CnD CnD Kate_took_her_nephew_to_the_playground. She_brought_water_and_a_snack. 2 foolish to_bring_water_and_a_snack,1,4,42-foolish-CnD,CnD,Kate_took_her_nephew_to_the_playground.,She_brought_water_and_a_snack.,2,foolish,to_bring_water_and_a_snack,D,Old,Middle,Young,42-foolish-CnD,CnD
103,3K772S5NP8C4TJ6PUA09J5R039KHER,9,27,"English","Yes","",Trial1,10 20-brave-CxD CxD Greg_was_asked_to_help_his_friend_move. He_agreed_to_do_it. 2 brave to_agree_to_do_it,1,10,20-brave-CxD,CxD,Greg_was_asked_to_help_his_friend_move.,He_agreed_to_do_it.,2,brave,to_agree_to_do_it,D,Young,Young,Young,20-brave-CxD,CxD
39,3TOK3KHVJTJTCLD2BFHTX4WKT8V7OK,9,27,"English","Yes","Good+luck+with+your+research+and+thank+you",Trial1,10 42-foolish-CnC CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 1 foolish to_wear_high_heels,1,10,42-foolish-CnC,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,1,foolish,to_wear_high_heels,C,Young,Young,Young,42-foolish-CnC,CnC
11,3SUWZRL0MYEOWUM8YR95ME2AUV4E6N,9,64,"english","Yes","",Trial1,10 20-brave-CxD CxD Greg_was_asked_to_help_his_friend_move. He_agreed_to_do_it. 3 brave to_agree_to_do_it,1,10,20-brave-CxD,CxD,Greg_was_asked_to_help_his_friend_move.,He_agreed_to_do_it.,3,brave,to_agree_to_do_it,D,Old,Old,ReallyOld,20-brave-CxD,CxD
81,30LB5CDZNCBRTERPSP71YNT15YR0ZE,11,20,"English","Yes","",Trial1,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,1,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Young,Young,Young,FillerYes,FillerYes
95,3F0BG9B9MPO56ZH4H2QRZVUM7IU7YV,9,33,"English","Yes","",Trial1,10 49-rude-CxD CxD Ann's_neighbor_made_an_inappropriate_comment. She_ignored_him. 7 rude to_ignore_him,1,10,49-rude-CxD,CxD,Ann's_neighbor_made_an_inappropriate_comment.,She_ignored_him.,7,rude,to_ignore_him,D,Old,Middle,Young,49-rude-CxD,CxD
18,30ZX6P7VF8W8P9PZPQ8TTHYQJYZ2JG,4,53,"english","Yes","",Trial1,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,1,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Old,ReallyOld,FillerYes,FillerYes
15,3NG53N1RLVKFXZUM0KME04X5EXWP85,9,29,"English","Yes","",Trial1,10 42-foolish-CnC CnC Kate_took_her_nephew_to_the_playground. She_wore_high_heels. 1 foolish to_wear_high_heels,1,10,42-foolish-CnC,CnC,Kate_took_her_nephew_to_the_playground.,She_wore_high_heels.,1,foolish,to_wear_high_heels,C,Old,Young,Young,42-foolish-CnC,CnC
102,3XM0HYN6NK0W604DDN8ESETRP0UEPT,9,22,"English","Yes","",Trial1,10 30-lucky-CnC CnC Eve_was_in_a_car_accident. She_got_away_unscathed. 1 lucky to_get_away_unscathed,1,10,30-lucky-CnC,CnC,Eve_was_in_a_car_accident.,She_got_away_unscathed.,1,lucky,to_get_away_unscathed,C,Young,Young,Young,30-lucky-CnC,CnC
20,3QEMNNSB2X028OMDL63DMAKLPUOD7T,7,34,"English","Yes","",Trial1,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 5 sad to_live_alone,1,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,5,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
48,3EQHHY4HQSTQX4ILZ3POUB9MBG9G5R,3,23,"english","Yes","Quick+and+easy+to+understand.",Trial1,4 42-foolish-CnD CnD Kate_took_her_nephew_to_the_playground. She_brought_water_and_a_snack. 5 foolish to_bring_water_and_a_snack,1,4,42-foolish-CnD,CnD,Kate_took_her_nephew_to_the_playground.,She_brought_water_and_a_snack.,5,foolish,to_bring_water_and_a_snack,D,Young,Young,Young,42-foolish-CnD,CnD
110,37WLF8U1WPRRIUEIUDK8K9FFES0K6D,11,26,"english","Yes","",Trial1,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,1,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
17,3DHE4R9OCWCYY7ZYHKNQW46AR6IG2Q,4,24,"English","Yes","",Trial1,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,1,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Young,Young,Young,FillerNo,FillerNo
64,32SCWG5HIH5STLBY75PGGQ1E82F6P9,10,21,"English","Yes","",Trial1,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 1 forget to_call_his_dentist,1,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,1,forget,to_call_his_dentist,filler,Young,Young,Young,FillerNo,FillerNo
105,3VELCLL3GKKLVML7NWHU90WTYLCF1H,10,29,"English","Yes","",Trial1,11 1-smart-CxC CxC Jane's_father_couldn't_hear_the_TV. She_turned_up_the_volume. 1 smart to_turn_up_the_volume,1,11,1-smart-CxC,CxC,Jane's_father_couldn't_hear_the_TV.,She_turned_up_the_volume.,1,smart,to_turn_up_the_volume,C,Old,Young,Young,1-smart-CxC,CxC
4,3Z7EFSHGN9FMIBMQ3NC0W3FR6NZXCG,10,37,"English","Yes","No+comments.+Thanks.",Trial1,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,1,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Old,Middle,Young,FillerYes,FillerYes
87,3H7Z272LX78AC6E5U9VI59JBYX4PL0,10,34,"English","Yes","n%2Fa",Trial1,11 7-stupid-CxD CxD Zack_wanted_to_get_a_good_job. He_went_to_school. 6 stupid to_go_to_school,1,11,7-stupid-CxD,CxD,Zack_wanted_to_get_a_good_job.,He_went_to_school.,6,stupid,to_go_to_school,D,Old,Middle,Young,7-stupid-CxD,CxD
61,3MB8LZR5BFU91FHPHHQA9SXC4NYKLU,10,30,"English","Yes","",Trial1,filler filler1No filler Earl_had_a_bad_toothache. He_forgot_to_call_his_dentist. 3 forget to_call_his_dentist,1,filler,filler1No,filler,Earl_had_a_bad_toothache.,He_forgot_to_call_his_dentist.,3,forget,to_call_his_dentist,filler,Old,Middle,Young,FillerNo,FillerNo
120,30LB5CDZNCBRTERPSP71YNT15YZZ0L,10,21,"English","Yes","",Trial1,11 15-fortunate-CxD CxD Sue_spontaneously_went_on_a_hike_in_the_mountains. She_was_wearing_flip-flops. 1 fortunate to_be_wearing_flip-flops,1,11,15-fortunate-CxD,CxD,Sue_spontaneously_went_on_a_hike_in_the_mountains.,She_was_wearing_flip-flops.,1,fortunate,to_be_wearing_flip-flops,D,Young,Young,Young,15-fortunate-CxD,CxD
57,32UTUBMZ7GXB4HPPP8FNXYCO8RRVB4,10,30,"english%2C+spanish","Yes","I+feel+like+I+got+them+all+wrong.+RIP+to+my+bad+choices",Trial1,11 7-stupid-CxD CxD Zack_wanted_to_get_a_good_job. He_went_to_school. 7 stupid to_go_to_school,1,11,7-stupid-CxD,CxD,Zack_wanted_to_get_a_good_job.,He_went_to_school.,7,stupid,to_go_to_school,D,Old,Middle,Young,7-stupid-CxD,CxD
117,3ZSANO2JCF8LP6K10FWE51J2OLQSFF,8,44,"ENGLISH","Yes","",Trial1,filler filler2Yes filler Charles_served_in_Iraq. He_was_proud_to_have_been_a_solider. 7 proud to_have_been_a_soldier,1,filler,filler2Yes,filler,Charles_served_in_Iraq.,He_was_proud_to_have_been_a_solider.,7,proud,to_have_been_a_soldier,filler,Old,Old,Young,FillerYes,FillerYes
1,3TDXMTX3CBV0CZOUUAZW7T02MOLI6A,1,35,"ENGLISH","Yes","ANSWERS+CAN+BE+YES+OR+NO+ONLY",Trial1,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,1,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Old,Middle,Young,FillerYes,FillerYes
66,3KKG4CDWKIZTMBRD7S04X2HL77S49S,4,25,"English","Yes","Thank+you+for+the+opportunity+to+complete+the+survey!",Trial1,filler filler1Yes filler Fran_lived_in_Paris. She_wasn't_sad_to_live_alone. 7 sad to_live_alone,1,filler,filler1Yes,filler,Fran_lived_in_Paris.,She_wasn't_sad_to_live_alone.,7,sad,to_live_alone,filler,Young,Young,Young,FillerYes,FillerYes
101,32N49TQG3GJ6L7KXJUFR2NSIQ98AVQ,9,59,"English","Yes","Very+interesting+study.+How+language+changes+is+fascinating.+Good+luck+with+the+project.",Trial1,10 59-mean-CnD CnD Jack_bumped_his_shopping_cart_into_a_woman. He_apologized_to_her. 2 mean to_apologize_to_her,1,10,59-mean-CnD,CnD,Jack_bumped_his_shopping_cart_into_a_woman.,He_apologized_to_her.,2,mean,to_apologize_to_her,D,Old,Old,ReallyOld,59-mean-CnD,CnD
88,3WQ3B2KGE8HVI59RIUVYQA58JNMB1X,9,32,"English","Yes","",Trial1,10 20-brave-CxD CxD Greg_was_asked_to_help_his_friend_move. He_agreed_to_do_it. 3 brave to_agree_to_do_it,1,10,20-brave-CxD,CxD,Greg_was_asked_to_help_his_friend_move.,He_agreed_to_do_it.,3,brave,to_agree_to_do_it,D,Old,Middle,Young,20-brave-CxD,CxD
84,3VHHR074H3IL60A5YN115NSQY3ZL7Q,6,60,"English","Yes","This+was+an+interesting+experiment.",Trial1,filler filler3No filler Liv_went_on_a_trip_to_Europe. She_failed_to_visit_Italy. 1 fail to_visit_Italy,1,filler,filler3No,filler,Liv_went_on_a_trip_to_Europe.,She_failed_to_visit_Italy.,1,fail,to_visit_Italy,filler,Old,Old,ReallyOld,FillerNo,FillerNo
91,3IAS3U3I0FH27QRN1YVCVTFDBT0B2E,8,59,"English","Yes","",Trial1,9 13-fortunate-CnD CnD Sue_was_bitten_by_a_shark. She_lost_a_leg. 5 fortunate to_lose_a_leg,1,9,13-fortunate-CnD,CnD,Sue_was_bitten_by_a_shark.,She_lost_a_leg.,5,fortunate,to_lose_a_leg,D,Old,Old,ReallyOld,13-fortunate-CnD,CnD
16,3IUZPWIU1O8PC9TOLVXCI3ES2U3KWO,1,25,"English","Yes","",Trial1,filler filler3Yes filler Tess_participated_in_a_marathon. She_was_happy_to_cross_the_finish_line. 7 happy to_cross_the_finish_line,1,filler,filler3Yes,filler,Tess_participated_in_a_marathon.,She_was_happy_to_cross_the_finish_line.,7,happy,to_cross_the_finish_line,filler,Young,Young,Young,FillerYes,FillerYes
